,nctid,title
11607,NCT02207374,A Trial Comparing the Safety and Efficacy of Semaglutide Once Weekly in Monotherapy or in Combination With One OAD in Japanese Subjects With Type 2 Diabetes
11608,NCT02207491,Double-masked Study of AR-13324 Ophthalmic Solution in Patients With Glaucoma or Ocular Hypertension
11609,NCT02207621,Evaluation of Netarsudil (AR-13324) Ophthalmic Solution in Patients With Glaucoma and Ocular Hypertension
11610,NCT02207829,A 12-week Study to Evaluate the Efficacy and Safety of Umeclidinium Compared With Tiotropium in Subjects With Chronic Obstructive Pulmonary Disease
11611,NCT02213744,MM-302 Plus Trastuzumab vs. Chemotherapy of Physician's Choice Plus Trastuzumab in HER2-Positive Locally Advanced/Metastatic Breast Cancer Patients
11612,NCT02215980,STUDY TO DETERMINE THE EFFICACY AND SAFETY OF STANDARD SCHEDULE VERSUS A NEW ALGORITHM OF DOSE REDUCTIONS IN ELDERLY AND UNFIT NEWLY DIAGNOSED MULTIPLE MYELOMA PATIENTS RECEIVING LENALIDOMIDE PLUS STEROIDS
11613,NCT02217267,Long Term Outcome After Serial Lidocaine Infusion in Peripheral Neuropathic Pain
11614,NCT02218008,A Study of ALKS 5461 for the Treatment of Major Depressive Disorder (MDD) - FORWARD-5 Study
11615,NCT02219477,A Study to Evaluate the Safety and Efficacy of Ombitasvir/Paritaprevir/Ritonavir and Dasabuvir With Ribavirin in Adults With Genotype 1 and Ombitasvir/Paritaprevir/Ritonavir With Ribavirin in Adults With Genotype 4 Chronic Hepatitis C Virus Infection and Decompensated Cirrhosis
11616,NCT02219503,A Study to Evaluate the Safety and Efficacy of Ombitasvir/Paritaprevir/Ritonavir and Dasabuvir in Adults With Genotype 1b Chronic Hepatitis C Virus (HCV) Infection and Cirrhosis
11617,NCT02219932,Efficacy and Safety Study of Prolonged-Release Fampridine in Participants With Multiple Sclerosis
11618,NCT02220894,Study of Pembrolizumab (MK-3475) Versus Platinum-Based Chemotherapy for Participants With Programmed Cell Death-Ligand 1 (PD-L1)-Positive Advanced or Metastatic Non-Small Cell Lung Cancer (MK-3475-042/KEYNOTE-042)
11619,NCT02220907,Long-Term Safety Study of MT-2412 in Japanese Patients With Type 2 Diabetes
11620,NCT02220998,Comparison of Sofosbuvir/Velpatasvir Fixed Dose Combination for 12 Weeks With Sofosbuvir and Ribavirin for 12 Weeks in Adults With Chronic Genotype 2 HCV Infection
11621,NCT02224157,A Clinical Study to Evaluate Symbicort Turbuhaler Used 'as Needed' in Adults and Adolescents With Asthma
11622,NCT02224313,Effect of Oral Estradiol and Progesterone Therapy on Vaginal Cytokines in Postmenopausal Women
11623,NCT02224560,Efficacy and Safety of GWP42003-P for Seizures Associated With Lennox-Gastaut Syndrome in Children and Adults
11624,NCT02224690,A Study to Investigate the Efficacy and Safety of Cannabidiol (GWP42003-P; CBD) as Adjunctive Treatment for Seizures Associated With Lennox-Gastaut Syndrome in Children and Adults
11625,NCT02224703,GWPCARE2 A Study to Investigate the Efficacy and Safety of Cannabidiol (GWP42003-P) in Children and Young Adults With Dravet Syndrome
11626,NCT02225639,PRC-063 in an ADULT Workplace Environment
11627,NCT02226003,Efficacy and Safety of Ertugliflozin (MK-8835/PF-04971729) With Sitagliptin in the Treatment of Participants With Type 2 Diabetes Mellitus (T2DM) With Inadequate Glycemic Control on Diet and Exercise (MK-8835-017)
11628,NCT02226198,A Study to Evaluate the Efficacy and Safety of Rosuvastatin in Children and Adolescents With Homozygous Familial Hypercholesterolemia
11629,NCT02227238,Comparative Efficacy and Safety Study of Dolutegravir and Lopinavir/Ritonavir in Second-line Treatment
11630,NCT02227862,Non-inferiority Study to Compare the Efficacy and Safety of Mylan's Insulin Glargine With Lantus® in Type 1 Diabetes Mellitus Patients (INSTRIDE 1)
11631,NCT02227875,Non-inferiority Study to Compare the Efficacy and Safety of Mylan's Insulin Glargine With Lantus® in Type 2 Diabetes Mellitus Patients (INSTRIDE 2)
11632,NCT02229383,Phase III Study to Evaluate Safety and Efficacy of Added Exenatide Versus Placebo to Titrated Basal Insulin Glargine in Inadequately Controlled Patients With Type II Diabetes Mellitus
11633,NCT02229396,Phase 3 28-Week Study With 24-Week and 52-week Extension Phases to Evaluate Efficacy and Safety of Exenatide Once Weekly and Dapagliflozin Versus Exenatide and Dapagliflozin Matching Placebo
11634,NCT02229851,Trial to Compare the Efficacy and Safety of NNC0195-0092 (Somapacitan) With Placebo and Norditropin® FlexPro® (Somatropin) in Adults With Growth Hormone Deficiency.
11635,NCT02231086,Adjuvant HIPEC in High Risk Colon Cancer
11636,NCT02231164,LUME-Columbus: Nintedanib Plus Docetaxel in Advanced Non-small Cell Lung Cancer With Translational Research
11637,NCT02231749,Nivolumab Combined With Ipilimumab Versus Sunitinib in Previously Untreated Advanced or Metastatic Renal Cell Carcinoma (CheckMate 214)
11638,NCT02234115,"Safety, Efficacy, and Pharmacokinetic Behavior of Leuprolide Mesylate in Subjects With Advanced Prostate Carcinoma"
11639,NCT02234843,EINSTEIN Junior: Oral Rivaroxaban in Children With Venous Thrombosis
11640,NCT02239120,Dabigatran Etexilate for Secondary Stroke Prevention in Patients With Embolic Stroke of Undetermined Source (RE-SPECT ESUS)
11641,NCT02239926,Effect of Ranolazine on Gastrointestinal Motor Function and Pain in Patients With IBS-D
11642,NCT02240108,One Year Study of Rifaximin Delayed Release (DR) in Crohn's Disease
11643,NCT02240121,One Year Study of Rifaximin Delayed Release (DR) Tablets in Crohn's Disease
11644,NCT02242942,Comparison of the Treatments of Obinutuzumab + Venetoclax Versus Obinutuzumab + Chlorambucil in Patients With Chronic Lymphocytic Leukemia
11645,NCT02245022,Safety and Pharmacokinetics of Dolutegravir in Pregnant HIV Mothers and Their Neonates: A Pilot Study
11646,NCT02245672,MGR001 / Advair Diskus Local Equivalence Study in Asthma
11647,NCT02246621,A Study of Nonsteroidal Aromatase Inhibitors Plus Abemaciclib (LY2835219) in Postmenopausal Women With Breast Cancer
11648,NCT02247401,Coadministration of ABT-450/Ritonavir/ABT-267 (ABT-450/r/ABT-267) With Ribavirin (RBV) in Adults With Genotype 4 (GT4) Hepatitis C Virus (HCV) in Egypt
11649,NCT02247687,Management of Participants With Low-level Persistent Viremia (ANRS 161 L-VIR)
11650,NCT02247804,Efficacy and Safety Study of Bimatoprost Sustained-Release (SR) in Participants With Open-angle Glaucoma or Ocular Hypertension
11651,NCT02248480,A Study of Duloxetine (LY248686) in Participants With Chronic Osteoarthritis and Knee Pain in Japan
11652,NCT02249988,Clinical Efficacy of ABX203 Therapeutic Vaccine in HBeAg Negative Patients With Chronic Hepatitis B
11653,NCT02250391,Placebo-controlled Study of NPB-06 in Patients With Portal Vein Thrombosis
11654,NCT02250651,Efficacy and Safety of Bimatoprost Sustained-Release (SR) in Patients With Open-Angle Glaucoma or Ocular Hypertension
11655,NCT02250807,Efficacy and Safety Study of Simeprevir in Combination With Sofosbuvir in Subjects With Chronic Genotype 4 Hepatitis C Virus Infection
11656,NCT02251977,Effect of GM1 in Prevention of Oxaliplatin Induced Neurotoxicity in Stage II/III Colorectal Cancer
11657,NCT02251990,Grazoprevir (MK-5172) and Elbasvir (MK-8742) Combination in Treatment-Naïve Hepatitis C Virus Participants (MK-5172-067)
11658,NCT02252016,"Grazoprevir (MK-5172) and Elbasvir (MK-8742) Combination for Chronic Hepatitis C Virus (HCV) Genotypes 1, 4, and 6 (MK-5172-065)"
11659,NCT02252042,Pembrolizumab (MK-3475) Versus Standard Treatment for Recurrent or Metastatic Head and Neck Cancer (MK-3475-040/KEYNOTE-040)
11660,NCT02252172,"Study Comparing Daratumumab, Lenalidomide, and Dexamethasone With Lenalidomide and Dexamethasone in Participants With Previously Untreated Multiple Myeloma"
11661,NCT02253173,Estradiol Vaginal Softgel Capsules in Treating Symptoms of Vulvar and Vaginal Atrophy in Postmenopausal Women
11662,NCT02253459,Clinical Study of UTD1 Injection in Combination With Capecitabine in Patients With Advanced and Metastatic Breast Cancer
11663,NCT02254265,Phase 2/3 Dose-Ranging Study of the Safety and Efficacy of OTX-101 in the Treatment of Keratoconjunctivitis Sicca
11664,NCT02254291,A Trial Comparing the Safety and Efficacy of Semaglutide Once Weekly Versus Sitagliptin Once Daily in Japanese Subjects With Type 2 Diabetes
11665,NCT02255370,Curcumin Associated With Thiopurin in the Prevention of Post-op Recurrence in Crohn Disease
11666,NCT02255513,A Trial Evaluating the Efficacy and Safety of HLD200 in Children With ADHD
11667,NCT02256215,Vitamin D in the Treatment of Primary Restless Legs Syndrome
11668,NCT02256436,"A Study of Pembrolizumab (MK-3475) Versus Paclitaxel, Docetaxel, or Vinflunine for Participants With Advanced Urothelial Cancer (MK-3475-045/KEYNOTE-045)"
11669,NCT02257385,Comparative Study of Umeclidinium/Vilanterol (UMEC/VI) in a Fixed Dose Combination With Indacaterol Plus Tiotropium
11670,NCT02260986,Study to Assess the Efficacy and Long-term Safety of Dupilumab (REGN668/SAR231893) in Adult Participants With Moderate-to-Severe Atopic Dermatitis
11671,NCT02263326,Dolutegravir Antiretroviral Strategy to Promote Improvement and Reduce Drug Exposure
11672,NCT02264574,A Multi-Center Study of Ibrutinib in Combination With Obinutuzumab Versus Chlorambucil in Combination With Obinutuzumab in Patients With Treatment naïve Chronic Lymphocytic Leukemia (CLL) or Small Lymphocytic Lymphoma (SLL)
11673,NCT02265705,A Study of Baricitinib (LY3009104) in Participants With Rheumatoid Arthritis (RA)
11674,NCT02266849,Loperamide vs. Placebo's Effect on Ileostomy Output: A Clinical Randomized Blinded Cross-over Study
11675,NCT02267343,Study of ONO-4538 in Unresectable Advanced or Recurrent Gastric Cancer
11676,NCT02268214,Dapagliflozin Evaluation in Patients With Inadequately Controlled Type 1 Diabetes
11677,NCT02269917,"Study to Evaluate Efficacy and Safety of Darunavir/Cobicistat/Emtricitabine/Tenofovir Alafenamide (D/C/F/TAF) Regimen Versus Boosted Protease Inhibitor (bPI) Along With Emtricitabine/Tenofovir Disoproxil Fumarate (FTC/TDF) Regimen in Virologically-Suppressed, HIV-1 Infected Participants"
11678,NCT02272517,Efficacy of Vortioxetine Versus Escitalopram on Cognitive Function in Patients With Inadequate Response to Current Antidepressant Treatment of Major Depressive Disorder
11679,NCT02273050,Evaluate the Efficacy and Safety of Saxagliptin in Combination With Metformin IR Compared to Saxagliptin Monotherapy and to Metformin IR Monotherapy in Drug Naive Chinese Subjects With Type 2 Diabetes Who Have Inadequate Glycaemic Control
11680,NCT02273180,Comparison of SAR342434 to Humalog as the Rapid Acting Insulin in Adult Patients With Type 1 Diabetes Mellitus Also Using Insulin Glargine
11681,NCT02273765,Raltegravir Versus Efavirenz in Naive HIV-1-infected Patients Receiving Rifampin for Active Tuberculosis
11682,NCT02274558,A Phase 3 Study of NBI-98854 for the Treatment of Tardive Dyskinesia
11683,NCT02274766,Efficacy and Safety Study of ADS-5102 in PD Patients With Levodopa-Induced Dyskinesia
11684,NCT02275780,Safety and Efficacy of Doravirine (MK-1439) in Participants With Human Immunodeficiency Virus 1 (HIV-1) (MK-1439-018)
11685,NCT02276209,Dasotraline Adult ADHD Study
11686,NCT02276222,A Long-Term Safety Trial of Treatment With Nebulized SUN-101 in Patients With COPD
11687,NCT02276482,Study of Tedizolid Phosphate in Adolescents With Complicated Skin and Soft Tissue Infection (cSSTI) (MK-1986-012)
11688,NCT02277691,A Phase III Long-term Study of TAK-536TCH in Participants With Essential Hypertension
11689,NCT02277743,Study of Dupilumab Monotherapy Administered to Adult Patients With Moderate-to-Severe Atopic Dermatitis
11690,NCT02277769,Study of Dupilumab (REGN668/SAR231893) Monotherapy Administered to Adult Patients With Moderate-to-Severe Atopic Dermatitis
11691,NCT02278120,"Study of Efficacy and Safety in Premenopausal Women With Hormone Receptor Positive, HER2-negative Advanced Breast Cancer"
11692,NCT02279524,A Clinical Trial to Evaluate the Efficacy and Safety of Two Aramchol Doses Versus Placebo in Patients With NASH
11693,NCT02279953,Efficacy of Vortioxetine on Cognitive Dysfunction in Patients With Partial or Full Remission of Major Depressive Disorder
11694,NCT02279966,Efficacy of Vortioxetine on Cognitive Dysfunction in Working Patients With Major Depressive Disorder
11695,NCT02281318,Efficacy and Safety Study of Mepolizumab Adjunctive Therapy in Participants With Severe Eosinophilic Asthma on Markers of Asthma Control
11696,NCT02281552,A Study To Evaluate The Safety And Efficacy Of Tofacitinib Modified Release Tablets Compared To Tofacitinib Immediate Release Tablets In Adult Patients With Rheumatoid Arthritis
11697,NCT02282020,Olaparib Treatment in Relapsed Germline Breast Cancer Susceptibility Gene (BRCA) Mutated Ovarian Cancer Patients Who Have Progressed at Least 6 Months After Last Platinum Treatment and Have Received at Least 2 Prior Platinum Treatments
11698,NCT02282761,A Trial to Assess the Antipsychotic Efficacy of ITI-007
11699,NCT02284516,A Study to Evaluate Efficacy and Safety of Lifitegrast in Subjects With Dry Eye (OPUS-3)
11700,NCT02284893,Study to Evaluate the Efficacy and Safety of Saxagliptin Co-administered With Dapagliflozin in Combination With Metformin Compared to Sitagliptin in Combination With Metformin in Adult Patients With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Therapy Alone
11701,NCT02284906,AD-4833/TOMM40_303 Extension Study of the Safety and Efficacy of Pioglitazone to Slow Cognitive Decline in Participants With Mild Cognitive Impairment Due to Alzheimer Disease
11702,NCT02285062,Efficacy and Safety Study of Lenalidomide Plus R-CHOP Chemotherapy Versus Placebo Plus R-CHOP Chemotherapy in Untreated ABC Type Diffuse Large B-cell Lymphoma
11703,NCT02287584,Confirmatory Study of DSP-5423P in Patients With Schizophrenia
11704,NCT02288897,PV-10 vs Chemotherapy or Oncolytic Viral Therapy for Treatment of Locally Advanced Cutaneous Melanoma
11705,NCT02289963,Evaluation of Alirocumab in Addition to Lipid-Modifying Therapy in Patients With High Cardiovascular Risk and Hypercholesterolemia in South Korea and Taiwan
11706,NCT02291237,Effect of Eleclazine (GS-6615) on Exercise Capacity in Subjects With Symptomatic Hypertrophic Cardiomyopathy
11707,NCT02291549,S8 Sinus Implant in Chronic Sinusitis Patients With Recurrent Nasal Polyps
11708,NCT02291679,Trial of Linaclotide in Patients With Chronic Idiopathic Constipation
11709,NCT02291861,Addressing Involuntary Movements in Tardive Dyskinesia
11710,NCT02292446,Expanded Treatment Protocol (ETP) of Ruxolitinib in Patients With Polycythemia Vera Who Were Hydroxyurea Resistant or Intolerant and for Whom no Treatment Alternatives Was Available.
11711,NCT02292667,Efficacy of the Ultrasound-guided Transversus Abdominis Plane Block in Open Aortic Abdominal Aneurysm Repair Surgery
11712,NCT02293902,A Study Assessing the Efficacy and Safety of Sarilumab Added to MTX in Japanese Patients With Moderately to Severely Active Rheumatoid Arthritis (SARIL-RA-KAKEHASI)
11713,NCT02293915,An Efficacy and Safety Study of Sodium Oligo-mannurarate (GV-971) Capsule for the Treatment of Alzheimer's Disease
11714,NCT02294058,Study of Ozanimod (RPC1063) in Relapsing Multiple Sclerosis (MS)
11715,NCT02294461,An Asian Study to Evaluate Efficacy and Safety of Oral Enzalutamide in Progressive Metastatic Prostate Cancer Participants
11716,NCT02294474,Comparison of SAR342434 to Humalog as the Rapid Acting Insulin in Adult Patients With Type 2 Diabetes Mellitus Also Using Insulin Glargine
11717,NCT02296125,AZD9291 Versus Gefitinib or Erlotinib in Patients With Locally Advanced or Metastatic Non-small Cell Lung Cancer
11718,NCT02296138,Comparing the Efficacy of Tiotropium + Olodaterol (5/5 µg) Fixed Dose Combination (FDC) Over Tiotropium 5µg in Reducing Moderate to Severe Exacerbations in Patients With Severe to Very Severe Chronic Obstructive Pulmonary Disease.
11719,NCT02298192,A Clinical Trial Comparing Efficacy and Safety of Insulin Degludec/Liraglutide (IDegLira) in Subjects With Type 2 Diabetes Mellitus Using Two Different Titration Algorithms
11720,NCT02300311,Efficacy and Safety of Finalgon® Cream Multiple Doses in Acute Low Back Pain
11721,NCT02300558,"Effect of Eleclazine on Shortening of the QT Interval, Safety, and Tolerability in Adults With Long QT Syndrome Type 3"
